Fraction,Population,Recruitment Duration,Release Duration
0.48788995691406767,Irreversibly Silent,2.31,4.81
0.503262720045341,Active,2.31,4.91
0.48788995691406767,Irreversibly Silent,2.31,4.91
0.5039019062144643,Active,2.31,5.01
0.48788995691406767,Irreversibly Silent,2.31,5.01
0.15742247372738444,Active,2.41,0.01
0.5051779398664832,Irreversibly Silent,2.41,0.01
0.1818017915519549,Active,2.41,0.11
0.5051779398664832,Irreversibly Silent,2.41,0.11
0.20441954486197883,Active,2.41,0.21
0.5051779398664832,Irreversibly Silent,2.41,0.21
0.2254030178181452,Active,2.41,0.31
0.5051779398664832,Irreversibly Silent,2.41,0.31
0.24487029623896217,Active,2.41,0.41
0.5051779398664832,Irreversibly Silent,2.41,0.41
0.2629309392741221,Active,2.41,0.51
0.5051779398664832,Irreversibly Silent,2.41,0.51
0.2796865827993618,Active,2.41,0.61
0.5051779398664832,Irreversibly Silent,2.41,0.61
0.295231518081406,Active,2.41,0.71
0.5051779398664832,Irreversibly Silent,2.41,0.71
0.3096532185431492,Active,2.41,0.81
0.5051779398664832,Irreversibly Silent,2.41,0.81
0.3230328734719536,Active,2.41,0.91
0.5051779398664832,Irreversibly Silent,2.41,0.91
0.33544576093248996,Active,2.41,1.01
0.5051779398664832,Irreversibly Silent,2.41,1.01
0.34696173391589064,Active,2.41,1.11
0.5051779398664832,Irreversibly Silent,2.41,1.11
0.3576455903915145,Active,2.41,1.21
0.5051779398664832,Irreversibly Silent,2.41,1.21
0.367557447869449,Active,2.41,1.31
0.5051779398664832,Irreversibly Silent,2.41,1.31
0.37675314506006474,Active,2.41,1.41
0.5051779398664832,Irreversibly Silent,2.41,1.41
0.3852843930156511,Active,2.41,1.51
0.5051779398664832,Irreversibly Silent,2.41,1.51
0.3931992007301056,Active,2.41,1.61
0.5051779398664832,Irreversibly Silent,2.41,1.61
0.40054210243930594,Active,2.41,1.71
0.5051779398664832,Irreversibly Silent,2.41,1.71
0.40735439991494027,Active,2.41,1.81
0.5051779398664832,Irreversibly Silent,2.41,1.81
0.4136744270212398,Active,2.41,1.91
0.5051779398664832,Irreversibly Silent,2.41,1.91
0.419537872079058,Active,2.41,2.01
0.5051779398664832,Irreversibly Silent,2.41,2.01
0.4249776448980355,Active,2.41,2.11
0.5051779398664832,Irreversibly Silent,2.41,2.11
0.43002435739599093,Active,2.41,2.21
0.5051779398664832,Irreversibly Silent,2.41,2.21
0.43470640584584663,Active,2.41,2.31
0.5051779398664832,Irreversibly Silent,2.41,2.31
0.4390501253362795,Active,2.41,2.41
0.5051779398664832,Irreversibly Silent,2.41,2.41
0.4430799290510671,Active,2.41,2.51
0.5051779398664832,Irreversibly Silent,2.41,2.51
0.4468185409828608,Active,2.41,2.61
0.5051779398664832,Irreversibly Silent,2.41,2.61
0.45028710791594795,Active,2.41,2.71
0.5051779398664832,Irreversibly Silent,2.41,2.71
0.4535050481638526,Active,2.41,2.81
0.5051779398664832,Irreversibly Silent,2.41,2.81
0.4564904702195844,Active,2.41,2.91
0.5051779398664832,Irreversibly Silent,2.41,2.91
0.4592601714574959,Active,2.41,3.01
0.5051779398664832,Irreversibly Silent,2.41,3.01
0.46182972913781417,Active,2.41,3.11
0.5051779398664832,Irreversibly Silent,2.41,3.11
0.46421358231710796,Active,2.41,3.21
0.5051779398664832,Irreversibly Silent,2.41,3.21
0.46642510466469006,Active,2.41,3.31
0.5051779398664832,Irreversibly Silent,2.41,3.31
0.4684769146193231,Active,2.41,3.41
0.5051779398664832,Irreversibly Silent,2.41,3.41
0.47038052297668725,Active,2.41,3.51
0.5051779398664832,Irreversibly Silent,2.41,3.51
0.47214658307232626,Active,2.41,3.61
0.5051779398664832,Irreversibly Silent,2.41,3.61
0.47378503282188905,Active,2.41,3.71
0.5051779398664832,Irreversibly Silent,2.41,3.71
0.47530509001807664,Active,2.41,3.81
0.5051779398664832,Irreversibly Silent,2.41,3.81
0.4767153018475891,Active,2.41,3.91
0.5051779398664832,Irreversibly Silent,2.41,3.91
0.4780235892944513,Active,2.41,4.01
0.5051779398664832,Irreversibly Silent,2.41,4.01
0.47923728642971714,Active,2.41,4.11
0.5051779398664832,Irreversibly Silent,2.41,4.11
0.4803632752817745,Active,2.41,4.21
0.5051779398664832,Irreversibly Silent,2.41,4.21
0.48140801666592603,Active,2.41,4.31
0.5051779398664832,Irreversibly Silent,2.41,4.31
0.4823772686447239,Active,2.41,4.41
0.5051779398664832,Irreversibly Silent,2.41,4.41
0.4832764855625844,Active,2.41,4.51
0.5051779398664832,Irreversibly Silent,2.41,4.51
0.4841107268872667,Active,2.41,4.61
0.5051779398664832,Irreversibly Silent,2.41,4.61
0.4848846846500278,Active,2.41,4.71
0.5051779398664832,Irreversibly Silent,2.41,4.71
0.4856027081555039,Active,2.41,4.81
0.5051779398664832,Irreversibly Silent,2.41,4.81
0.48626882596131776,Active,2.41,4.91
0.5051779398664832,Irreversibly Silent,2.41,4.91
0.48688676512741347,Active,2.41,5.01
0.5051779398664832,Irreversibly Silent,2.41,5.01
0.15196965947034488,Active,2.51,0.01
0.5218898872844675,Irreversibly Silent,2.51,0.01
0.17553543158585755,Active,2.51,0.11
0.5218898872844675,Irreversibly Silent,2.51,0.11
0.19739842316355807,Active,2.51,0.21
0.5218898872844675,Irreversibly Silent,2.51,0.21
0.21768167085041404,Active,2.51,0.31
0.5218898872844675,Irreversibly Silent,2.51,0.31
0.23649931990627426,Active,2.51,0.41
0.5218898872844675,Irreversibly Silent,2.51,0.41
0.2539572734504752,Active,2.51,0.51
0.5218898872844675,Irreversibly Silent,2.51,0.51
0.2701537757391569,Active,2.51,0.61
0.5218898872844675,Irreversibly Silent,2.51,0.61
0.28517997150530455,Active,2.51,0.71
0.5218898872844675,Irreversibly Silent,2.51,0.71
0.29912041518577537,Active,2.51,0.81
0.5218898872844675,Irreversibly Silent,2.51,0.81
0.31205358670742767,Active,2.51,0.91
0.5218898872844675,Irreversibly Silent,2.51,0.91
0.3240522521027753,Active,2.51,1.01
0.5218898872844675,Irreversibly Silent,2.51,1.01
0.3351839333418193,Active,2.51,1.11
0.5218898872844675,Irreversibly Silent,2.51,1.11
0.3455112660514439,Active,2.51,1.21
0.5218898872844675,Irreversibly Silent,2.51,1.21
0.3550923617040815,Active,2.51,1.31
0.5218898872844675,Irreversibly Silent,2.51,1.31
0.3639811955066754,Active,2.51,1.41
0.5218898872844675,Irreversibly Silent,2.51,1.41
0.37222775295913857,Active,2.51,1.51
0.5218898872844675,Irreversibly Silent,2.51,1.51
0.37987844097517515,Active,2.51,1.61
0.5218898872844675,Irreversibly Silent,2.51,1.61
0.3869763076550427,Active,2.51,1.71
0.5218898872844675,Irreversibly Silent,2.51,1.71
0.3935612764858812,Active,2.51,1.81
0.5218898872844675,Irreversibly Silent,2.51,1.81
0.39967040239914475,Active,2.51,1.91
0.5218898872844675,Irreversibly Silent,2.51,1.91
0.405338182396528,Active,2.51,2.01
0.5218898872844675,Irreversibly Silent,2.51,2.01
0.4105964282341983,Active,2.51,2.11
0.5218898872844675,Irreversibly Silent,2.51,2.11
0.41547473029682974,Active,2.51,2.21
0.5218898872844675,Irreversibly Silent,2.51,2.21
0.42000053725385866,Active,2.51,2.31
0.5218898872844675,Irreversibly Silent,2.51,2.31
0.42419930535951317,Active,2.51,2.41
0.5218898872844675,Irreversibly Silent,2.51,2.41
0.42809463307617635,Active,2.51,2.51
0.5218898872844675,Irreversibly Silent,2.51,2.51
0.4317084865775596,Active,2.51,2.61
0.5218898872844675,Irreversibly Silent,2.51,2.61
0.43506130630639234,Active,2.51,2.71
0.5218898872844675,Irreversibly Silent,2.51,2.71
0.4381718628432196,Active,2.51,2.81
0.5218898872844675,Irreversibly Silent,2.51,2.81
0.44105766039190203,Active,2.51,2.91
0.5218898872844675,Irreversibly Silent,2.51,2.91
0.4437349357848493,Active,2.51,3.01
0.5218898872844675,Irreversibly Silent,2.51,3.01
0.4462187464464215,Active,2.51,3.11
0.5218898872844675,Irreversibly Silent,2.51,3.11
0.4485230495644535,Active,2.51,3.21
0.5218898872844675,Irreversibly Silent,2.51,3.21
0.4506607724698994,Active,2.51,3.31
0.5218898872844675,Irreversibly Silent,2.51,3.31
0.4526441132378339,Active,2.51,3.41
0.5218898872844675,Irreversibly Silent,2.51,3.41
0.4544841975678504,Active,2.51,3.51
0.5218898872844675,Irreversibly Silent,2.51,3.51
0.45619132366552595,Active,2.51,3.61
0.5218898872844675,Irreversibly Silent,2.51,3.61
0.4577750978128003,Active,2.51,3.71
0.5218898872844675,Irreversibly Silent,2.51,3.71
0.45924443019590383,Active,2.51,3.81
0.5218898872844675,Irreversibly Silent,2.51,3.81
0.46060758276737906,Active,2.51,3.91
0.5218898872844675,Irreversibly Silent,2.51,3.91
0.4618722121644314,Active,2.51,4.01
0.5218898872844675,Irreversibly Silent,2.51,4.01
0.4630454076836094,Active,2.51,4.11
0.5218898872844675,Irreversibly Silent,2.51,4.11
0.46413382209246246,Active,2.51,4.21
0.5218898872844675,Irreversibly Silent,2.51,4.21
0.4651437001258149,Active,2.51,4.31
0.5218898872844675,Irreversibly Silent,2.51,4.31
0.46608060785904654,Active,2.51,4.41
0.5218898872844675,Irreversibly Silent,2.51,4.41
0.4669498176227895,Active,2.51,4.51
0.5218898872844675,Irreversibly Silent,2.51,4.51
0.4677562200470805,Active,2.51,4.61
0.5218898872844675,Irreversibly Silent,2.51,4.61
0.46850435058491935,Active,2.51,4.71
0.5218898872844675,Irreversibly Silent,2.51,4.71
0.46919841339638585,Active,2.51,4.81
0.5218898872844675,Irreversibly Silent,2.51,4.81
0.4698423025933173,Active,2.51,4.91
0.5218898872844675,Irreversibly Silent,2.51,4.91
0.4704396208445444,Active,2.51,5.01
0.5218898872844675,Irreversibly Silent,2.51,5.01
0.14673348693619032,Active,2.61,0.01
0.5380432575014168,Irreversibly Silent,2.61,0.01
0.16951042040819217,Active,2.61,0.11
0.5380432575014168,Irreversibly Silent,2.61,0.11
0.1906415720726973,Active,2.61,0.21
0.5380432575014168,Irreversibly Silent,2.61,0.21
0.21024586005833926,Active,2.61,0.31
0.5380432575014168,Irreversibly Silent,2.61,0.31
0.22843360873851365,Active,2.61,0.41
0.5380432575014168,Irreversibly Silent,2.61,0.41
0.2453071762363565,Active,2.61,0.51
0.5380432575014168,Irreversibly Silent,2.61,0.51
0.26096151818981467,Active,2.61,0.61
0.5380432575014168,Irreversibly Silent,2.61,0.61
0.2754847283583027,Active,2.61,0.71
0.5380432575014168,Irreversibly Silent,2.61,0.71
0.28895853083137996,Active,2.61,0.81
0.5380432575014168,Irreversibly Silent,2.61,0.81
0.30145877847303837,Active,2.61,0.91
0.5380432575014168,Irreversibly Silent,2.61,0.91
0.31305580156620827,Active,2.61,1.01
0.5380432575014168,Irreversibly Silent,2.61,1.01
0.32381486185331876,Active,2.61,1.11
0.5380432575014168,Irreversibly Silent,2.61,1.11
0.3337964982925251,Active,2.61,1.21
0.5380432575014168,Irreversibly Silent,2.61,1.21
0.34305687720743855,Active,2.61,1.31
0.5380432575014168,Irreversibly Silent,2.61,1.31
0.3516481669443328,Active,2.61,1.41
0.5380432575014168,Irreversibly Silent,2.61,1.41
0.3596186798343481,Active,2.61,1.51
0.5380432575014168,Irreversibly Silent,2.61,1.51
0.3670132693670346,Active,2.61,1.61
0.5380432575014168,Irreversibly Silent,2.61,1.61
0.37387354264489364,Active,2.61,1.71
0.5380432575014168,Irreversibly Silent,2.61,1.71
0.3802380867386448,Active,2.61,1.81
0.5380432575014168,Irreversibly Silent,2.61,1.81
0.3861427163913317,Active,2.61,1.91
0.5380432575014168,Irreversibly Silent,2.61,1.91
0.39162077360185615,Active,2.61,2.01
0.5380432575014168,Irreversibly Silent,2.61,2.01
0.39670300536393666,Active,2.61,2.11
0.5380432575014168,Irreversibly Silent,2.61,2.11
0.40141801155388857,Active,2.61,2.21
0.5380432575014168,Irreversibly Silent,2.61,2.21
0.40579232201968196,Active,2.61,2.31
0.5380432575014168,Irreversibly Silent,2.61,2.31
0.40985054087921635,Active,2.61,2.41
0.5380432575014168,Irreversibly Silent,2.61,2.41
0.41361547663191767,Active,2.61,2.51
0.5380432575014168,Irreversibly Silent,2.61,2.51
0.41710836046699945,Active,2.61,2.61
0.5380432575014168,Irreversibly Silent,2.61,2.61
0.4203489481919519,Active,2.61,2.71
0.5380432575014168,Irreversibly Silent,2.61,2.71
0.4233553822220803,Active,2.61,2.81
0.5380432575014168,Irreversibly Silent,2.61,2.81
0.42614458082520906,Active,2.61,2.91
0.5380432575014168,Irreversibly Silent,2.61,2.91
0.42873223731829996,Active,2.61,3.01
0.5380432575014168,Irreversibly Silent,2.61,3.01
0.4311329050836894,Active,2.61,3.11
0.5380432575014168,Irreversibly Silent,2.61,3.11
0.43336007408694,Active,2.61,3.21
0.5380432575014168,Irreversibly Silent,2.61,3.21
0.43542623889630483,Active,2.61,3.31
0.5380432575014168,Irreversibly Silent,2.61,3.31
0.4373431896898274,Active,2.61,3.41
0.5380432575014168,Irreversibly Silent,2.61,3.41
0.4391216791957338,Active,2.61,3.51
0.5380432575014168,Irreversibly Silent,2.61,3.51
0.44077166110133253,Active,2.61,3.61
0.5380432575014168,Irreversibly Silent,2.61,3.61
0.442302420127457,Active,2.61,3.71
0.5380432575014168,Irreversibly Silent,2.61,3.71
0.4437225681983274,Active,2.61,3.81
0.5380432575014168,Irreversibly Silent,2.61,3.81
0.44504009070003325,Active,2.61,3.91
0.5380432575014168,Irreversibly Silent,2.61,3.91
0.4462623879604428,Active,2.61,4.01
0.5380432575014168,Irreversibly Silent,2.61,4.01
0.4473963119505398,Active,2.61,4.11
0.5380432575014168,Irreversibly Silent,2.61,4.11
0.4484482928983028,Active,2.61,4.21
0.5380432575014168,Irreversibly Silent,2.61,4.21
0.44942436637043126,Active,2.61,4.31
0.5380432575014168,Irreversibly Silent,2.61,4.31
0.45032991214327983,Active,2.61,4.41
0.5380432575014168,Irreversibly Silent,2.61,4.41
0.45117002606178463,Active,2.61,4.51
0.5380432575014168,Irreversibly Silent,2.61,4.51
0.4519494350469162,Active,2.61,4.61
0.5380432575014168,Irreversibly Silent,2.61,4.61
0.4526725227310764,Active,2.61,4.71
0.5380432575014168,Irreversibly Silent,2.61,4.71
0.4533433525423101,Active,2.61,4.81
0.5380432575014168,Irreversibly Silent,2.61,4.81
0.4539656882373345,Active,2.61,4.91
0.5380432575014168,Irreversibly Silent,2.61,4.91
0.45454301188338303,Active,2.61,5.01
0.5380432575014168,Irreversibly Silent,2.61,5.01
0.14169862509845382,Active,2.71,0.01
0.5536552675671891,Irreversibly Silent,2.71,0.01
0.16371129071501733,Active,2.71,0.11
0.5536552675671891,Irreversibly Silent,2.71,0.11
0.18413339785491487,Active,2.71,0.21
0.5536552675671891,Irreversibly Silent,2.71,0.21
0.20307987441231476,Active,2.71,0.31
0.5536552675671891,Irreversibly Silent,2.71,0.31
0.22065734288657324,Active,2.71,0.41
0.5536552675671891,Irreversibly Silent,2.71,0.41
0.23696472682580083,Active,2.71,0.51
0.5536552675671891,Irreversibly Silent,2.71,0.51
0.2520937956832421,Active,2.71,0.61
0.5536552675671891,Irreversibly Silent,2.71,0.61
0.2661296872775006,Active,2.71,0.71
0.5536552675671891,Irreversibly Silent,2.71,0.71
0.2791513835034028,Active,2.71,0.81
0.5536552675671891,Irreversibly Silent,2.71,0.81
0.29123219200143524,Active,2.71,0.91
0.5536552675671891,Irreversibly Silent,2.71,0.91
0.3024400831687023,Active,2.71,1.01
0.5536552675671891,Irreversibly Silent,2.71,1.01
0.31283812892276436,Active,2.71,1.11
0.5536552675671891,Irreversibly Silent,2.71,1.11
0.32248483686336593,Active,2.71,1.21
0.5536552675671891,Irreversibly Silent,2.71,1.21
0.33143448872764225,Active,2.71,1.31
0.5536552675671891,Irreversibly Silent,2.71,1.31
0.3397375023180178,Active,2.71,1.41
0.5536552675671891,Irreversibly Silent,2.71,1.41
0.347440568897252,Active,2.71,1.51
0.5536552675671891,Irreversibly Silent,2.71,1.51
0.35458703691799653,Active,2.71,1.61
0.5536552675671891,Irreversibly Silent,2.71,1.61
0.36121711737264556,Active,2.71,1.71
0.5536552675671891,Irreversibly Silent,2.71,1.71
0.3673681025498779,Active,2.71,1.81
0.5536552675671891,Irreversibly Silent,2.71,1.81
0.3730746055616018,Active,2.71,1.91
0.5536552675671891,Irreversibly Silent,2.71,1.91
0.37836884948229904,Active,2.71,2.01
0.5536552675671891,Irreversibly Silent,2.71,2.01
0.3832805496662167,Active,2.71,2.11
0.5536552675671891,Irreversibly Silent,2.71,2.11
0.3878373463346369,Active,2.71,2.21
0.5536552675671891,Irreversibly Silent,2.71,2.21
0.3920648791363177,Active,2.71,2.31
0.5536552675671891,Irreversibly Silent,2.71,2.31
0.3959869266014101,Active,2.71,2.41
0.5536552675671891,Irreversibly Silent,2.71,2.41
0.39962553188393024,Active,2.71,2.51
0.5536552675671891,Irreversibly Silent,2.71,2.51
0.4030012139466053,Active,2.71,2.61
0.5536552675671891,Irreversibly Silent,2.71,2.61
0.4061330654783529,Active,2.71,2.71
0.5536552675671891,Irreversibly Silent,2.71,2.71
0.40903862021742815,Active,2.71,2.81
0.5536552675671891,Irreversibly Silent,2.71,2.81
0.4117342287472041,Active,2.71,2.91
0.5536552675671891,Irreversibly Silent,2.71,2.91
0.41423505780093933,Active,2.71,3.01
0.5536552675671891,Irreversibly Silent,2.71,3.01
0.4165551724238556,Active,2.71,3.11
0.5536552675671891,Irreversibly Silent,2.71,3.11
0.41870760992154094,Active,2.71,3.21
0.5536552675671891,Irreversibly Silent,2.71,3.21
0.4207044455946803,Active,2.71,3.31
0.5536552675671891,Irreversibly Silent,2.71,3.31
0.4225570742039565,Active,2.71,3.41
0.5536552675671891,Irreversibly Silent,2.71,3.41
0.4242758874471506,Active,2.71,3.51
0.5536552675671891,Irreversibly Silent,2.71,3.51
0.42587050509358293,Active,2.71,3.61
0.5536552675671891,Irreversibly Silent,2.71,3.61
0.4273499003197494,Active,2.71,3.71
0.5536552675671891,Irreversibly Silent,2.71,3.71
0.4287223960800798,Active,2.71,3.81
0.5536552675671891,Irreversibly Silent,2.71,3.81
0.42999570981267576,Active,2.71,3.91
0.5536552675671891,Irreversibly Silent,2.71,3.91
0.4311769935266636,Active,2.71,4.01
0.5536552675671891,Irreversibly Silent,2.71,4.01
0.43227286927116215,Active,2.71,4.11
0.5536552675671891,Irreversibly Silent,2.71,4.11
0.4332895514841683,Active,2.71,4.21
0.5536552675671891,Irreversibly Silent,2.71,4.21
0.43423287334381067,Active,2.71,4.31
0.5536552675671891,Irreversibly Silent,2.71,4.31
0.43510803402263803,Active,2.71,4.41
0.5536552675671891,Irreversibly Silent,2.71,4.41
0.43591995837737857,Active,2.71,4.51
0.5536552675671891,Irreversibly Silent,2.71,4.51
0.4366732147200009,Active,2.71,4.61
0.5536552675671891,Irreversibly Silent,2.71,4.61
0.43737203959306403,Active,2.71,4.71
0.5536552675671891,Irreversibly Silent,2.71,4.71
0.43802036007952844,Active,2.71,4.81
0.5536552675671891,Irreversibly Silent,2.71,4.81
0.43862181364702807,Active,2.71,4.91
0.5536552675671891,Irreversibly Silent,2.71,4.91
0.43917976552660304,Active,2.71,5.01
0.5536552675671891,Irreversibly Silent,2.71,5.01
0.13685263484394292,Active,2.81,0.01
0.5687430496617214,Irreversibly Silent,2.81,0.01
0.15812526428849955,Active,2.81,0.11
0.5687430496617214,Irreversibly Silent,2.81,0.11
0.17786080769025475,Active,2.81,0.21
0.5687430496617214,Irreversibly Silent,2.81,0.21
0.19617032922230818,Active,2.81,0.31
0.5687430496617214,Irreversibly Silent,2.81,0.31
0.2131568668800742,Active,2.81,0.41
0.5687430496617214,Irreversibly Silent,2.81,0.41
0.2289160185335162,Active,2.81,0.51
0.5687430496617214,Irreversibly Silent,2.81,0.51
0.24353646847110913,Active,2.81,0.61
0.5687430496617214,Irreversibly Silent,2.81,0.61
0.25710049229162957,Active,2.81,0.71
0.5687430496617214,Irreversibly Silent,2.81,0.71
0.26968441663292747,Active,2.81,0.81
0.5687430496617214,Irreversibly Silent,2.81,0.81
0.28135908461902714,Active,2.81,0.91
0.5687430496617214,Irreversibly Silent,2.81,0.91
0.29219018157922316,Active,2.81,1.01
0.5687430496617214,Irreversibly Silent,2.81,1.01
0.30223865903702224,Active,2.81,1.11
0.5687430496617214,Irreversibly Silent,2.81,1.11
0.31156105764193703,Active,2.81,1.21
0.5687430496617214,Irreversibly Silent,2.81,1.21
0.3202098342773987,Active,2.81,1.31
0.5687430496617214,Irreversibly Silent,2.81,1.31
0.32823371173248495,Active,2.81,1.41
0.5687430496617214,Irreversibly Silent,2.81,1.41
0.33567781158678356,Active,2.81,1.51
0.5687430496617214,Irreversibly Silent,2.81,1.51
0.3425840249752281,Active,2.81,1.61
0.5687430496617214,Irreversibly Silent,2.81,1.61
0.348991211047421,Active,2.81,1.71
0.5687430496617214,Irreversibly Silent,2.81,1.71
0.35493540836789583,Active,2.81,1.81
0.5687430496617214,Irreversibly Silent,2.81,1.81
0.3604500664603972,Active,2.81,1.91
0.5687430496617214,Irreversibly Silent,2.81,1.91
0.3655663250301748,Active,2.81,2.01
0.5687430496617214,Irreversibly Silent,2.81,2.01
0.3703129004682942,Active,2.81,2.11
0.5687430496617214,Irreversibly Silent,2.81,2.11
0.37471650376829324,Active,2.81,2.21
0.5687430496617214,Irreversibly Silent,2.81,2.21
0.3788019126062736,Active,2.81,2.31
0.5687430496617214,Irreversibly Silent,2.81,2.31
0.38259210610528804,Active,2.81,2.41
0.5687430496617214,Irreversibly Silent,2.81,2.41
0.3861083863488399,Active,2.81,2.51
0.5687430496617214,Irreversibly Silent,2.81,2.51
0.38937058255092233,Active,2.81,2.61
0.5687430496617214,Irreversibly Silent,2.81,2.61
0.392397145453417,Active,2.81,2.71
0.5687430496617214,Irreversibly Silent,2.81,2.71
0.39520501935645524,Active,2.81,2.81
0.5687430496617214,Irreversibly Silent,2.81,2.81
0.39781000515844633,Active,2.81,2.91
0.5687430496617214,Irreversibly Silent,2.81,2.91
0.40022675970643823,Active,2.81,3.01
0.5687430496617214,Irreversibly Silent,2.81,3.01
0.40246887519545227,Active,2.81,3.11
0.5687430496617214,Irreversibly Silent,2.81,3.11
0.40454895063010743,Active,2.81,3.21
0.5687430496617214,Irreversibly Silent,2.81,3.21
0.40647865534853433,Active,2.81,3.31
0.5687430496617214,Irreversibly Silent,2.81,3.31
0.4082690010579769,Active,2.81,3.41
0.5687430496617214,Irreversibly Silent,2.81,3.41
0.4099300301208958,Active,2.81,3.51
0.5687430496617214,Irreversibly Silent,2.81,3.51
0.4114710388753328,Active,2.81,3.61
0.5687430496617214,Irreversibly Silent,2.81,3.61
0.41290069883178104,Active,2.81,3.71
0.5687430496617214,Irreversibly Silent,2.81,3.71
0.4142270531383705,Active,2.81,3.81
0.5687430496617214,Irreversibly Silent,2.81,3.81
0.4154575597837428,Active,2.81,3.91
0.5687430496617214,Irreversibly Silent,2.81,3.91
0.416599130336828,Active,2.81,4.01
0.5687430496617214,Irreversibly Silent,2.81,4.01
0.41765816422352153,Active,2.81,4.11
0.5687430496617214,Irreversibly Silent,2.81,4.11
0.41864066679426726,Active,2.81,4.21
0.5687430496617214,Irreversibly Silent,2.81,4.21
0.4195522754576309,Active,2.81,4.31
0.5687430496617214,Irreversibly Silent,2.81,4.31
0.42039801442632185,Active,2.81,4.41
0.5687430496617214,Irreversibly Silent,2.81,4.41
0.4211826429904001,Active,2.81,4.51
0.5687430496617214,Irreversibly Silent,2.81,4.51
0.4219105758822943,Active,2.81,4.61
0.5687430496617214,Irreversibly Silent,2.81,4.61
0.4225859072197189,Active,2.81,4.71
0.5687430496617214,Irreversibly Silent,2.81,4.71
0.42321243206608544,Active,2.81,4.81
0.5687430496617214,Irreversibly Silent,2.81,4.81
0.4237936656084101,Active,2.81,4.91
0.5687430496617214,Irreversibly Silent,2.81,4.91
0.4243328599527156,Active,2.81,5.01
0.5687430496617214,Irreversibly Silent,2.81,5.01
0.13218369200809188,Active,2.91,0.01
0.5833231978068355,Irreversibly Silent,2.91,0.01
0.15274017231081713,Active,2.91,0.11
0.5833231978068355,Irreversibly Silent,2.91,0.11
0.17181131301108163,Active,2.91,0.21
0.5833231978068355,Irreversibly Silent,2.91,0.21
0.18950443927487146,Active,2.91,0.31
0.5833231978068355,Irreversibly Silent,2.91,0.31
0.2059191202945586,Active,2.91,0.41
0.5833231978068355,Irreversibly Silent,2.91,0.41
0.2211477356096163,Active,2.91,0.51
0.5833231978068355,Irreversibly Silent,2.91,0.51
0.23527598392699073,Active,2.91,0.61
0.5833231978068355,Irreversibly Silent,2.91,0.61
0.24838337101338517,Active,2.91,0.71
0.5833231978068355,Irreversibly Silent,2.91,0.71
0.26054365395263923,Active,2.91,0.81
0.5833231978068355,Irreversibly Silent,2.91,0.81
0.2718252909086834,Active,2.91,0.91
0.5833231978068355,Irreversibly Silent,2.91,0.91
0.2822917558980882,Active,2.91,1.01
0.5833231978068355,Irreversibly Silent,2.91,1.01
0.292001948493346,Active,2.91,1.11
0.5833231978068355,Irreversibly Silent,2.91,1.11
0.30101050588505673,Active,2.91,1.21
0.5833231978068355,Irreversibly Silent,2.91,1.21
0.30936811899229316,Active,2.91,1.31
0.5833231978068355,Irreversibly Silent,2.91,1.31
0.3171218703224755,Active,2.91,1.41
0.5833231978068355,Irreversibly Silent,2.91,1.41
0.32431536243019576,Active,2.91,1.51
0.5833231978068355,Irreversibly Silent,2.91,1.51
0.33098907617285617,Active,2.91,1.61
0.5833231978068355,Irreversibly Silent,2.91,1.61
0.33718056249413325,Active,2.91,1.71
0.5833231978068355,Irreversibly Silent,2.91,1.71
0.34292464670647677,Active,2.91,1.81
0.5833231978068355,Irreversibly Silent,2.91,1.81
0.34825365226498833,Active,2.91,1.91
0.5833231978068355,Irreversibly Silent,2.91,1.91
0.3531976705301447,Active,2.91,2.01
0.5833231978068355,Irreversibly Silent,2.91,2.01
0.35778445115170937,Active,2.91,2.11
0.5833231978068355,Irreversibly Silent,2.91,2.11
0.3620398058897648,Active,2.91,2.21
0.5833231978068355,Irreversibly Silent,2.91,2.21
0.3659876782721653,Active,2.91,2.31
0.5833231978068355,Irreversibly Silent,2.91,2.31
0.36965027382162824,Active,2.91,2.41
0.5833231978068355,Irreversibly Silent,2.91,2.41
0.3730481774779024,Active,2.91,2.51
0.5833231978068355,Irreversibly Silent,2.91,2.51
0.3762005508969674,Active,2.91,2.61
0.5833231978068355,Irreversibly Silent,2.91,2.61
0.3791252236980818,Active,2.91,2.71
0.5833231978068355,Irreversibly Silent,2.91,2.71
0.38183856972715186,Active,2.91,2.81
0.5833231978068355,Irreversibly Silent,2.91,2.81
0.38435585794090255,Active,2.91,2.91
0.5833231978068355,Irreversibly Silent,2.91,2.91
0.38669125175961777,Active,2.91,3.01
0.5833231978068355,Irreversibly Silent,2.91,3.01
0.3888578857935587,Active,2.91,3.11
0.5833231978068355,Irreversibly Silent,2.91,3.11
0.3908679348989238,Active,2.91,3.21
0.5833231978068355,Irreversibly Silent,2.91,3.21
0.392732675563349,Active,2.91,3.31
0.5833231978068355,Irreversibly Silent,2.91,3.31
0.3944627486833914,Active,2.91,3.41
0.5833231978068355,Irreversibly Silent,2.91,3.41
0.39606785873628786,Active,2.91,3.51
0.5833231978068355,Irreversibly Silent,2.91,3.51
0.3975569889982435,Active,2.91,3.61
0.5833231978068355,Irreversibly Silent,2.91,3.61
0.3989385190513939,Active,2.91,3.71
0.5833231978068355,Irreversibly Silent,2.91,3.71
0.40022022127025264,Active,2.91,3.81
0.5833231978068355,Irreversibly Silent,2.91,3.81
0.4014093025706884,Active,2.91,3.91
0.5833231978068355,Irreversibly Silent,2.91,3.91
